application_id,group,annual_income,credit_score,employment_length,debt_to_income,revolving_util,num_credit_lines,loan_amount,home_ownership,loan_purpose,age,defaulted
L61828,B,"$16,919",623.0,5 years,0.374,1.003,7,22800,own,credit_card,38,1
L60839,B,"$25,226",609.0,4 years,0.417,0.79,10,7200,RENT,credit_card,31,1
L63615,B,"$13,059",659.0,8 years,0.383,0.454,4,22100,MORTGAGE,credit card,24,1
L60265,B,"$45,394",577.0,5 years,0.322,0.311,9,17900,MORTGAGE,debt_consolidation,52,0
L62870,A,"$75,987",682.0,9 years,0.279,0.612,8,10400,RENT,credit_card,29,0
L60004,B,"$59,506",781.0,< 1 year,0.337,0.404,6,3700,Mortgage,Debt Consolidation,39,0
L60399,A,"$146,501",736.0,10+ years,0.258,0.609,4,12700,RENT,credit_card,55,0
L63494,A,"$62,909",581.0,2 years,0.425,0.541,15,8300,RENT,credit_card,35,1
L62634,A,"$79,068",728.0,10 years,0.434,0.3,9,23200,mortgage,home_improvement,44,0
L63359,A,"$52,912",761.0,3 years,0.477,0.64,7,4200,RENT,credit_card,34,1
L61599,A,"$59,870",705.0,10+ years,0.134,0.199,5,1500,MORTGAGE,major_purchase,18,0
L61352,A,"$9,692",724.0,10+ years,0.335,0.636,12,13600,MORTGAGE,debt_consolidation,38,1
L62674,B,"$131,349",691.0,2 years,0.402,0.526,7,5100,OWN,home_improvement,38,1
L60402,A,"$89,523",736.0,2 years,0.147,0.594,8,5100,OWN,credit_card,37,0
L63513,A,"$102,406",700.0,2 years,0.188,0.562,10,11300,MORTGAGE,debt_consolidation,49,0
L62399,B,"$78,479",691.0,6 years,0.168,0.387,9,6900,RENT,home_improvement,36,1
L62978,A,"$59,820",,10+ years,0.09,0.0,12,15200,RENT,debt_consolidation,25,0
L65087,A,"$115,113",584.0,2 years,0.286,0.505,5,16000,RENT,debt_consolidation,37,0
L63962,A,"$106,311",822.0,5 years,0.259,0.188,7,13000,RENT,home_improvement,34,0
L60842,A,"$27,106",594.0,5 years,0.11,0.271,10,21300,RENT,credit_card,18,0
L64447,A,"$42,259",647.0,5 years,0.292,0.712,10,16500,Mortgage,debt_consolidation,41,0
L60215,B,"$26,387",775.0,5 years,0.332,0.433,7,8300,Rent,debt_consolidation,35,0
L61395,B,"$86,545",754.0,4 years,0.508,0.186,6,25200,MORTGAGE,debt_consolidation,49,0
L64276,A,"$67,784",736.0,10 years,0.249,0.298,10,22900,OWN,credit_card,53,0
L60462,A,"$47,620",702.0,< 1 year,0.375,0.339,7,12600,MORTGAGE,other,18,1
L61572,A,"$99,617",647.0,5 years,0.332,0.938,7,1700,MORTGAGE,credit_card,40,1
L64316,A,"$28,689",752.0,8 years,0.227,0.166,10,36300,OWN,other,44,0
L60909,B,"$36,185",671.0,8 years,0.464,0.72,7,12700,MORTGAGE,other,32,1
L63425,B,"$21,902",642.0,2 years,0.386,0.099,9,3700,MORTGAGE,debt_consolidation,40,0
L63179,A,"$57,701",727.0,9 years,0.325,0.118,15,33500,RENT,debt_consolidation,71,0
L62969,B,"$88,128",675.0,9 years,0.294,0.576,5,29900,RENT,debt_consolidation,54,0
L63355,B,"$93,946",667.0,3 years,0.169,0.535,8,12100,MORTGAGE,credit card,44,0
L62574,A,"$54,160",745.0,4 years,0.222,0.63,7,17500,RENT,credit_card,39,0
L63823,B,"$62,240",621.0,1 years,0.11,0.718,4,33600,MORTGAGE,home_improvement,18,1
L60596,A,"$71,977",650.0,10 years,0.475,0.846,13,8100,OWN,debt_consolidation,53,1
L62541,A,"$63,627",698.0,10+ years,0.156,0.462,13,14500,MORTGAGE,home_improvement,44,0
L64389,B,"$41,708",643.0,10+ years,0.235,0.784,5,6900,RENT,Debt Consolidation,20,1
L62975,A,"$51,300",696.0,4 years,0.416,0.555,13,23700,rent,major_purchase,47,1
L65007,A,"$50,566",783.0,3 years,0.402,0.388,5,37500,MORTGAGE,debt_consolidation,45,0
L62823,A,"$132,532",786.0,9 years,0.107,0.54,11,16400,rent,credit_card,55,0
L61153,A,"$21,560",729.0,,0.226,0.352,4,14200,OWN,debt_consolidation,42,1
L60360,B,"$68,242",661.0,1 years,0.352,0.876,9,13100,rent,debt_consolidation,44,1
L61829,A,"$127,428",643.0,8 years,0.347,0.374,10,25400,OWN,major_purchase,54,0
L65071,A,"$99,934",677.0,10+ years,0.237,0.248,5,19300,mortgage,credit_card,42,0
L65173,A,"$40,763",808.0,10+ years,0.096,0.358,6,12500,RENT,credit_card,27,0
L60964,A,"$41,231",580.0,5 years,0.412,0.131,8,19500,OWN,credit card,56,0
L61715,A,"$223,676",736.0,8 years,0.331,0.332,9,8100,RENT,debt_consolidation,51,0
L60395,B,"$82,712",682.0,4 years,0.28,0.34,10,11400,RENT,home_improvement,29,0
L65067,A,"$41,730",778.0,3 years,0.338,0.652,8,20100,RENT,major_purchase,61,0
L62235,A,"$50,543",743.0,2 years,0.31,0.381,8,8600,MORTGAGE,home_improvement,24,0
L60960,A,"$57,281",667.0,2 years,0.361,0.262,8,10400,MORTGAGE,Debt Consolidation,42,1
L63491,A,"$25,206",662.0,3 years,0.389,0.579,11,17000,OWN,debt_consolidation,48,0
L62253,A,"$65,981",683.0,7 years,0.324,0.382,10,24100,MORTGAGE,Debt Consolidation,47,0
L64014,B,"$39,787",777.0,9 years,0.356,0.255,6,17000,Rent,credit_card,49,0
L60700,B,"$35,049",652.0,6 years,0.221,0.608,8,50300,Rent,debt_consolidation,51,0
L60231,B,"$23,435",608.0,< 1 year,0.336,0.549,2,22500,RENT,debt consolidation,31,1
L60434,A,"$69,573",658.0,5 years,0.304,0.309,8,1900,Rent,other,45,1
L65155,A,"$32,068",764.0,8 years,0.423,0.229,7,23500,RENT,major_purchase,60,0
L64068,A,"$39,076",651.0,9 years,0.389,0.55,9,10300,MORTGAGE,home_improvement,60,0
L63537,A,"$47,317",691.0,9 years,0.426,0.233,8,17600,MORTGAGE,debt_consolidation,18,1
L63926,A,"$134,831",620.0,5 years,0.285,0.607,8,24900,MORTGAGE,Debt Consolidation,47,0
L64181,A,"$37,329",652.0,4 years,0.269,0.684,5,15900,mortgage,home_improvement,51,0
L63327,B,"$92,742",664.0,< 1 year,0.393,0.308,5,9800,OWN,other,34,0
L61713,B,"$34,028",719.0,< 1 year,0.409,0.845,5,16800,OWN,major_purchase,38,0
L61610,A,"$81,301",685.0,5 years,0.369,0.0,7,10300,MORTGAGE,debt_consolidation,48,0
L61722,B,"$71,147",726.0,4 years,0.391,0.268,14,13900,OWN,credit_card,52,0
L62836,B,"$124,864",654.0,< 1 year,0.264,0.15,8,11700,MORTGAGE,Major Purchase,28,1
L60899,A,"$49,239",572.0,10+ years,0.221,0.19,7,1000,RENT,debt consolidation,51,0
L62051,A,n/a,587.0,2 years,0.292,0.378,6,18500,RENT,debt_consolidation,50,0
L64719,A,"$36,380",675.0,8 years,0.444,0.83,13,6600,OWN,credit_card,29,0
L63916,A,"$53,199",630.0,10 years,0.327,0.448,12,23500,RENT,medical,35,0
L63784,A,"$18,355",669.0,1 years,0.275,0.506,9,23200,RENT,other,47,0
L62268,A,"$45,641",676.0,9 years,0.316,0.319,5,17000,RENT,debt_consolidation,42,0
L62645,B,"$53,968",626.0,7 years,0.128,0.842,8,33300,MORTGAGE,home_improvement,42,0
L60193,A,"$81,990",654.0,9 years,0.251,0.193,6,16000,MORTGAGE,debt_consolidation,65,1
L63191,A,"$66,998",773.0,5 years,0.352,0.515,13,43100,OWN,Medical,50,1
L60120,A,"$96,475",692.0,6 years,0.151,0.374,13,18200,OWN,credit_card,38,0
L62806,A,"$31,603",786.0,10+ years,0.289,0.254,4,19100,MORTGAGE,home_improvement,44,0
L64667,A,"$44,996",,3 years,0.313,0.271,6,9200,RENT,other,29,0
L64643,A,"$30,272",746.0,8 years,0.0,0.116,8,26600,OWN,debt_consolidation,34,0
L64314,A,"$111,501",731.0,5 years,0.04,0.191,16,16900,MORTGAGE,debt_consolidation,44,0
L61378,A,"$23,413",724.0,2 years,0.424,0.445,11,19600,MORTGAGE,debt_consolidation,45,1
L63045,A,"$53,167",758.0,,0.317,0.628,8,15400,RENT,credit_card,34,0
L64388,B,"$75,797",661.0,4 years,0.291,0.32,9,24100,RENT,other,36,1
L62927,A,"$79,511",701.0,5 years,0.189,0.302,12,25100,rent,home_improvement,30,0
L62163,A,"$27,998",703.0,4 years,0.001,0.181,11,24000,OWN,home_improvement,29,1
L63132,B,"$67,163",686.0,3 years,0.347,0.142,5,18300,MORTGAGE,home_improvement,48,1
L63139,B,"$57,479",756.0,10+ years,0.441,0.326,5,6600,OWN,debt_consolidation,41,1
L64641,A,"$43,070",724.0,10 years,0.093,0.607,9,23000,mortgage,Home Improvement,27,0
L61566,B,n/a,529.0,8 years,0.207,0.588,6,2800,MORTGAGE,major_purchase,33,0
L64463,B,"$27,016",721.0,9 years,0.506,0.492,6,1000,RENT,Home Improvement,50,1
L61125,A,"$76,395",750.0,6 years,0.091,0.11,5,17700,RENT,other,20,0
L60746,B,"$31,925",571.0,7 years,0.318,0.544,10,11400,Mortgage,debt_consolidation,59,0
L62668,B,"$93,461",613.0,5 years,0.558,0.998,6,20500,MORTGAGE,credit card,48,1
L64480,A,"$97,549",700.0,3 years,0.14,0.384,7,13200,MORTGAGE,debt_consolidation,58,0
L61396,A,"$121,343",688.0,10+ years,0.271,0.406,8,16700,MORTGAGE,debt_consolidation,42,0
L62600,B,"$22,736",673.0,5 years,0.345,0.725,9,17500,MORTGAGE,credit_card,58,1
L60989,A,"$94,928",785.0,8 years,0.277,0.401,8,1900,MORTGAGE,credit_card,40,0
L60522,A,"$37,547",621.0,5 years,0.208,0.446,8,17300,OWN,debt_consolidation,54,1
L61510,A,"$81,733",591.0,6 years,0.232,0.555,8,16000,RENT,medical,53,1
L61107,B,"$70,458",764.0,2 years,0.078,0.408,9,5400,MORTGAGE,debt_consolidation,39,0
L60671,A,"$141,906",655.0,3 years,0.359,0.604,8,10400,MORTGAGE,Major Purchase,44,0
L64943,B,"$15,446",740.0,3 years,0.36,0.467,6,19400,own,medical,37,0
L61861,B,"$40,498",613.0,5 years,0.245,0.162,4,28800,own,debt_consolidation,46,0
L62783,A,"$27,957",695.0,2 years,-1.0,0.411,14,15700,RENT,credit_card,52,0
L60003,B,"$70,961",647.0,7 years,0.323,0.581,11,17100,Own,debt_consolidation,42,1
L63258,A,"$43,669",813.0,3 years,0.384,0.444,7,18800,Rent,debt_consolidation,37,0
L65058,B,"$35,424",589.0,< 1 year,0.35,0.47,6,20200,MORTGAGE,other,38,1
L64695,B,"$80,373",571.0,3 years,0.394,0.874,2,37000,MORTGAGE,debt_consolidation,60,1
L60095,A,"$140,134",713.0,10+ years,0.344,0.085,12,23400,MORTGAGE,medical,29,0
L62079,A,"$92,307",698.0,4 years,0.201,0.066,6,16700,RENT,major_purchase,40,1
L62332,A,"$70,360",625.0,6 years,0.272,0.307,3,10500,RENT,medical,33,0
L65052,A,"$54,621",562.0,2 years,0.184,0.515,5,6700,MORTGAGE,other,46,0
L60171,B,"$72,451",611.0,2 years,0.218,0.266,4,19900,Mortgage,debt_consolidation,38,0
L64303,B,"$41,659",712.0,6 years,0.214,0.357,15,1000,OWN,medical,38,0
L63721,A,"$47,452",711.0,10+ years,0.047,0.856,7,19500,RENT,credit card,46,0
L63101,A,"$65,294",667.0,3 years,0.145,0.336,11,6400,RENT,home_improvement,51,0
L64201,A,"$57,426",669.0,5 years,0.27,0.819,15,14600,MORTGAGE,debt consolidation,18,0
L62509,A,"$76,024",805.0,9 years,0.341,0.401,9,11000,RENT,credit_card,73,0
L64777,B,"$39,331",669.0,10+ years,0.327,0.269,14,16100,MORTGAGE,medical,27,1
L62921,A,"$17,494",670.0,6 years,0.306,0.355,10,21500,MORTGAGE,major_purchase,59,0
L64301,A,"$90,583",735.0,10+ years,0.255,0.699,7,16200,mortgage,debt_consolidation,31,0
L62578,A,"$78,632",555.0,5 years,0.126,1.206,10,4600,MORTGAGE,other,49,1
L63968,A,"$31,683",698.0,10+ years,0.195,0.188,14,1000,RENT,major_purchase,34,0
L60221,B,"$29,776",676.0,2 years,0.199,0.15,8,27900,rent,debt_consolidation,51,0
L62513,A,"$50,762",623.0,10+ years,0.273,0.327,7,13900,mortgage,credit_card,33,0
L64045,A,"$70,229",698.0,10+ years,0.243,0.519,6,22600,RENT,credit_card,35,0
L62577,A,"$51,972",520.0,9 years,0.197,0.586,9,12100,RENT,debt consolidation,54,1
L64836,A,"$43,423",804.0,5 years,0.208,0.43,4,1000,RENT,major_purchase,40,0
L64873,B,"$230,017",636.0,7 years,0.423,0.701,6,13200,OWN,debt_consolidation,42,0
L60558,B,"$38,719",663.0,< 1 year,0.357,0.636,4,13000,rent,credit_card,48,1
L62414,A,"$57,680",691.0,3 years,0.281,0.653,9,10400,OWN,home_improvement,26,0
L63749,A,"$49,609",724.0,10+ years,0.143,0.0,10,24500,OWN,other,35,0
L64796,A,"$35,118",718.0,10+ years,0.201,0.521,15,4100,MORTGAGE,credit_card,38,1
L63879,B,"$23,075",758.0,8 years,0.459,0.566,10,12200,RENT,debt_consolidation,56,1
L64631,B,"$81,759",589.0,4 years,0.45,0.35,7,6700,MORTGAGE,major_purchase,46,1
L64683,A,"$58,963",733.0,2 years,0.404,0.499,5,32600,Mortgage,debt_consolidation,42,0
L64949,B,"$106,225",604.0,4 years,0.18,0.268,5,1000,RENT,credit_card,66,0
L63875,B,"$53,647",678.0,3 years,-1.0,0.596,7,10200,RENT,Credit Card,35,0
L62040,B,"$43,019",768.0,10+ years,0.597,0.644,8,4400,OWN,Medical,32,0
L65164,A,"$51,106",738.0,7 years,0.317,0.013,4,34200,RENT,Other,47,0
L61063,A,"$53,013",,5 years,0.269,0.306,7,22300,MORTGAGE,credit_card,21,1
L64852,A,"$63,549",595.0,< 1 year,0.23,0.0,11,18400,mortgage,debt_consolidation,40,0
L62012,A,"$45,691",800.0,4 years,0.439,0.486,13,9400,OWN,debt_consolidation,27,1
L60587,A,"$77,170",741.0,6 years,0.433,0.597,6,11500,OWN,debt_consolidation,37,0
L63878,A,"$23,030",731.0,10+ years,0.211,0.354,5,38100,Mortgage,other,38,0
L64451,A,"$51,889",731.0,8 years,0.32,0.268,8,3700,mortgage,credit card,57,0
L63550,A,"$79,829",682.0,5 years,0.373,0.312,14,14400,MORTGAGE,Major Purchase,48,0
L63755,A,"$66,999",700.0,7 years,0.254,0.543,7,23300,OWN,debt_consolidation,52,0
L63678,B,"$47,422",725.0,7 years,0.258,0.487,8,1000,RENT,other,46,0
L63907,A,"$41,476",695.0,10+ years,0.431,0.54,8,25100,Rent,credit_card,55,0
L62524,A,"$148,713",600.0,4 years,0.317,0.236,6,30600,MORTGAGE,debt_consolidation,41,0
L65088,A,"$32,419",686.0,10+ years,0.286,0.442,6,18600,RENT,major_purchase,42,0
L62841,A,"$22,885",716.0,10+ years,0.315,0.318,13,9800,MORTGAGE,debt_consolidation,32,1
L62871,B,"$44,596",631.0,8 years,0.203,0.184,8,11200,MORTGAGE,credit card,43,0
L62725,B,"$30,247",726.0,< 1 year,0.476,0.789,7,26300,MORTGAGE,debt consolidation,48,1
L64348,A,"$136,390",518.0,10+ years,0.109,0.588,11,22300,MORTGAGE,credit_card,44,0
L62126,A,"$43,393",523.0,10+ years,0.288,0.846,10,2300,MORTGAGE,Major Purchase,37,0
L61330,A,"$38,659",621.0,< 1 year,0.367,0.414,7,18200,mortgage,debt_consolidation,56,1
L63520,B,"$40,586",724.0,4 years,0.38,0.451,11,25600,RENT,debt_consolidation,58,0
L63523,A,"$40,065",634.0,6 years,0.356,0.62,5,7900,RENT,home_improvement,63,1
L61741,A,"$57,968",742.0,1 years,0.441,0.352,13,15400,rent,home_improvement,44,1
L62615,B,"$41,306",676.0,3 years,0.353,0.516,9,23000,MORTGAGE,debt_consolidation,55,0
L64881,A,"$104,284",696.0,2 years,0.281,0.34,9,20900,MORTGAGE,medical,29,0
L63559,A,"$30,653",734.0,6 years,0.168,0.371,19,3300,MORTGAGE,other,36,0
L64110,B,"$34,058",700.0,6 years,-1.0,0.731,6,12600,MORTGAGE,other,23,1
L61306,A,"$57,941",744.0,2 years,0.417,0.442,6,23100,Rent,other,37,1
L63544,B,"$43,740",732.0,8 years,0.236,0.335,6,19200,MORTGAGE,home_improvement,57,0
L61667,A,"$53,693",,2 years,0.373,0.6,10,11900,Rent,credit_card,66,1
L64083,A,"$124,419",795.0,8 years,0.346,0.697,11,12900,MORTGAGE,credit_card,46,0
L61518,A,"$46,527",677.0,2 years,0.182,0.0,14,1700,RENT,credit_card,53,0
L61903,A,"$32,208",638.0,9 years,0.278,0.65,10,23900,MORTGAGE,debt_consolidation,39,1
L62475,A,"$84,385",648.0,10+ years,0.055,0.386,12,17100,RENT,debt_consolidation,24,0
L64302,A,"$195,480",572.0,4 years,0.243,0.594,3,10900,RENT,debt_consolidation,38,0
L62270,A,"$68,867",709.0,10+ years,0.243,0.685,9,31200,OWN,debt_consolidation,40,0
L61758,A,"$27,979",771.0,5 years,0.42,0.71,9,4600,MORTGAGE,debt_consolidation,43,0
L64987,A,"$18,441",678.0,5 years,0.182,0.509,13,7100,rent,major_purchase,40,0
L65190,B,"$32,673",632.0,9 years,0.285,0.592,7,33900,RENT,debt_consolidation,34,1
L63320,B,"$82,845",719.0,10+ years,0.435,0.304,7,23000,Mortgage,other,33,0
L64754,A,"$152,167",712.0,6 years,0.439,0.416,12,8400,mortgage,credit_card,60,0
L64779,B,"$122,467",652.0,3 years,0.385,0.5,2,11300,Rent,debt_consolidation,35,0
L64479,A,"$37,565",590.0,< 1 year,0.174,0.567,9,28200,OWN,Debt Consolidation,56,0
L63145,A,"$50,547",593.0,2 years,0.405,0.433,5,24900,RENT,debt consolidation,50,1
L65105,B,"$53,258",598.0,4 years,0.363,0.207,3,10300,RENT,medical,50,0
L61951,B,"$71,375",650.0,6 years,0.362,0.692,7,2200,RENT,debt consolidation,42,0
L62726,B,"$63,958",574.0,5 years,0.235,0.631,11,7100,MORTGAGE,Medical,50,0
L65039,A,"$68,042",737.0,10 years,0.081,0.573,8,15800,OWN,other,44,1
L65107,B,"$55,350",694.0,3 years,0.313,0.354,8,26700,OWN,credit_card,42,0
L64047,A,"$84,675",705.0,4 years,0.356,0.413,7,12800,RENT,credit_card,47,0
L61854,A,"$44,090",770.0,9 years,0.138,0.624,12,23700,RENT,debt consolidation,26,0
L63935,A,"$43,719",626.0,8 years,0.226,0.695,10,23800,MORTGAGE,Medical,44,0
L63847,B,"$53,603",604.0,10+ years,0.213,0.482,3,12500,MORTGAGE,other,19,0
L63190,B,"$232,727",617.0,6 years,0.27,0.523,3,1900,MORTGAGE,debt_consolidation,57,0
L60928,A,"$114,894",770.0,4 years,0.403,0.0,13,17600,Own,debt_consolidation,37,0
L61783,A,"$110,905",593.0,10+ years,0.176,0.042,11,22900,RENT,credit_card,34,0
L60538,B,"$50,573",737.0,1 years,0.14,0.147,9,17700,Mortgage,debt_consolidation,44,0
L60253,A,"$51,593",660.0,8 years,0.298,0.328,14,18900,mortgage,major_purchase,36,0
L64608,A,"$71,684",674.0,6 years,0.392,0.473,6,1800,MORTGAGE,debt_consolidation,52,0
L61988,A,"$103,205",710.0,4 years,0.261,0.11,10,6200,MORTGAGE,debt_consolidation,24,0
L64669,B,"$40,527",639.0,2 years,0.4,0.184,10,4800,MORTGAGE,other,56,1
L60002,B,"$57,518",657.0,4 years,0.285,0.356,12,17300,rent,medical,46,0
L64244,A,"$34,066",608.0,10+ years,0.116,0.365,6,14200,MORTGAGE,major_purchase,30,0
L60816,A,"$65,521",620.0,10+ years,0.445,0.527,13,22500,OWN,Medical,61,0
L61172,B,"$56,974",656.0,6 years,0.427,0.468,6,22900,mortgage,debt consolidation,60,0
L63604,B,"$41,321",626.0,2 years,0.247,0.379,13,16600,OWN,credit_card,61,0
L62887,A,"$70,452",675.0,10+ years,0.256,0.533,9,6600,MORTGAGE,home_improvement,40,0
L60476,A,n/a,684.0,5 years,0.16,0.476,6,34200,RENT,Medical,30,0
L60599,A,"$54,259",573.0,2 years,0.342,0.583,11,20800,RENT,debt_consolidation,25,1
L63244,B,"$48,206",782.0,4 years,0.271,0.609,11,11900,MORTGAGE,major_purchase,53,0
L60132,A,"$73,522",729.0,3 years,0.059,0.525,8,19800,RENT,Debt Consolidation,25,0
L62125,B,"$57,256",817.0,4 years,0.232,0.551,7,1000,OWN,credit_card,43,0
L64686,A,"$40,575",669.0,6 years,0.279,0.242,9,16800,RENT,debt_consolidation,52,0
L63924,A,"$30,290",667.0,7 years,0.542,0.469,5,1600,MORTGAGE,home_improvement,33,1
L61609,A,"$54,599",736.0,4 years,0.419,0.292,10,15200,rent,credit card,38,0
L61389,A,"$37,157",705.0,7 years,0.171,0.586,12,13100,rent,debt_consolidation,48,0
L64158,A,"$42,580",642.0,6 years,0.284,0.469,12,17800,RENT,Credit Card,40,1
L62699,A,"$34,680",674.0,3 years,0.153,0.537,8,24500,Mortgage,major_purchase,28,0
L62904,A,"$33,215",721.0,7 years,0.381,0.074,11,18300,MORTGAGE,debt_consolidation,55,0
L65165,B,"$42,817",693.0,7 years,0.406,0.742,7,5300,MORTGAGE,debt_consolidation,44,1
L61801,A,"$69,354",757.0,6 years,0.232,0.513,14,19200,MORTGAGE,major_purchase,40,0
L62250,A,"$61,704",599.0,4 years,0.143,0.152,6,9100,RENT,credit_card,52,0
L64929,A,"$61,226",652.0,7 years,0.337,0.364,6,18200,MORTGAGE,home_improvement,58,0
L62138,B,"$75,577",782.0,6 years,0.414,0.474,8,8900,RENT,debt_consolidation,38,1
L63125,A,"$40,556",654.0,3 years,0.099,0.0,11,35100,RENT,major_purchase,42,0
L64522,A,"$29,387",683.0,9 years,0.188,0.922,10,1000,MORTGAGE,Home Improvement,44,0
L65063,A,"$23,735",568.0,6 years,0.35,0.28,6,9000,Rent,Other,46,1
L62417,B,"$62,913",654.0,10+ years,0.476,0.223,4,21500,MORTGAGE,home_improvement,42,1
L64965,B,"$39,625",602.0,3 years,0.362,0.511,6,3200,mortgage,debt consolidation,42,0
L63901,A,"$55,794",703.0,10+ years,0.228,0.442,8,24000,RENT,major_purchase,29,0
L60680,B,"$23,661",655.0,7 years,0.358,0.394,10,11100,RENT,medical,25,0
L65150,A,"$32,879",633.0,10+ years,0.072,0.197,9,4700,RENT,debt_consolidation,21,0
L63077,A,"$24,591",673.0,10+ years,0.346,0.474,7,14400,MORTGAGE,credit card,39,0
L62313,A,"$51,610",801.0,6 years,0.356,0.203,10,4600,Mortgage,debt_consolidation,33,1
L61193,B,"$31,661",604.0,8 years,0.261,0.219,9,22600,MORTGAGE,home_improvement,39,0
L63840,B,"$50,041",729.0,4 years,0.23,0.094,9,29100,OWN,debt consolidation,45,0
L65176,B,"$117,299",684.0,6 years,0.244,0.43,6,5300,RENT,debt_consolidation,46,0
L64721,A,"$58,614",617.0,3 years,0.359,0.475,9,25000,MORTGAGE,other,48,0
L63299,B,"$38,563",739.0,3 years,0.309,0.78,4,12800,MORTGAGE,Debt Consolidation,24,0
L63911,A,"$59,021",806.0,9 years,0.215,0.59,8,24900,RENT,credit_card,30,1
L60353,A,"$155,677",672.0,10+ years,0.244,0.293,8,1000,MORTGAGE,other,18,1
L61554,A,"$47,068",638.0,6 years,0.365,0.319,7,30700,MORTGAGE,debt consolidation,33,1
L60379,B,"$43,647",567.0,5 years,0.154,0.281,4,3000,RENT,debt_consolidation,50,0
L62180,A,"$99,698",647.0,5 years,0.259,0.691,8,30000,MORTGAGE,debt_consolidation,39,1
L65056,A,n/a,738.0,3 years,0.327,0.578,6,8300,RENT,debt_consolidation,36,0
L63714,B,"$86,851",755.0,5 years,0.09,0.628,8,24600,MORTGAGE,debt_consolidation,42,0
L64563,B,"$54,976",639.0,1 years,0.33,1.039,9,23500,MORTGAGE,credit_card,42,1
L60432,B,"$73,113",648.0,< 1 year,0.385,0.489,11,17100,mortgage,debt_consolidation,44,0
L63866,A,"$60,650",659.0,5 years,0.286,0.148,10,17800,MORTGAGE,Other,31,0
L63428,A,"$44,582",723.0,4 years,0.178,0.542,11,17000,OWN,credit_card,45,1
L63717,A,"$24,476",635.0,2 years,0.383,0.0,10,10000,mortgage,credit_card,55,0
L62057,A,"$88,282",657.0,5 years,0.213,0.06,11,14300,OWN,home_improvement,24,0
L61709,A,"$29,473",,8 years,0.357,0.194,12,26900,RENT,debt_consolidation,47,0
L61900,B,"$32,257",658.0,,0.444,0.439,9,16500,OWN,credit_card,28,1
L63688,A,"$68,661",637.0,5 years,0.342,0.258,8,17700,MORTGAGE,debt consolidation,53,0
L62052,B,"$72,050",695.0,2 years,0.261,0.393,6,1000,rent,major_purchase,28,0
L60131,A,"$53,383",690.0,8 years,0.202,0.066,9,30300,MORTGAGE,debt_consolidation,22,0
L62670,B,"$65,198",746.0,10+ years,0.432,0.173,13,18700,mortgage,debt_consolidation,41,0
L61583,A,"$32,823",758.0,8 years,0.243,0.487,10,5800,Own,credit_card,36,0
L63388,B,"$89,453",609.0,< 1 year,0.529,0.269,9,14400,MORTGAGE,debt_consolidation,46,1
L61236,A,"$33,054",647.0,4 years,0.154,0.578,15,1000,RENT,home_improvement,42,0
L64529,A,"$74,337",736.0,4 years,0.206,0.807,17,1000,OWN,debt_consolidation,56,1
L61381,B,"$19,639",619.0,4 years,0.445,0.435,13,15400,RENT,major_purchase,31,1
L63999,B,"$63,392",621.0,5 years,0.264,0.612,13,15400,Own,debt_consolidation,33,1
L62096,A,"$63,722",708.0,5 years,0.063,0.6,10,21300,Mortgage,credit_card,34,0
L62601,B,"$20,480",724.0,4 years,0.246,0.501,5,19600,MORTGAGE,home_improvement,39,0
L62700,A,"$38,725",834.0,10+ years,0.314,0.148,10,19300,Rent,debt_consolidation,36,0
L63530,A,"$41,455",712.0,3 years,0.274,0.702,9,15700,MORTGAGE,credit_card,45,1
L62532,B,"$92,538",586.0,< 1 year,0.235,0.638,7,8700,MORTGAGE,debt_consolidation,58,1
L64534,B,"$11,557",688.0,5 years,0.254,0.547,11,9100,MORTGAGE,debt_consolidation,53,0
L62429,A,"$28,396",636.0,10+ years,0.271,0.677,7,23500,MORTGAGE,credit_card,62,1
L63372,B,"$72,975",718.0,< 1 year,0.373,0.329,7,9300,Rent,credit_card,41,1
L63865,B,"$46,500",659.0,10+ years,0.371,0.465,9,6300,Mortgage,medical,49,0
L64387,A,"$38,526",751.0,,0.343,0.486,13,19700,own,credit_card,50,0
L63222,B,"$21,043",640.0,8 years,0.394,0.608,3,21000,RENT,Credit Card,27,1
L61423,B,"$53,137",598.0,4 years,0.265,0.583,6,6600,MORTGAGE,Major Purchase,32,0
L61933,A,"$137,803",750.0,< 1 year,0.09,0.728,12,24000,Mortgage,Credit Card,41,0
L63566,A,"$125,322",597.0,7 years,0.302,0.631,13,21000,Rent,Credit Card,45,0
L62284,B,"$52,851",684.0,3 years,0.105,0.885,7,2600,MORTGAGE,Credit Card,31,0
L64460,A,"$81,552",765.0,< 1 year,0.183,0.172,10,11800,own,debt_consolidation,39,0
L63673,A,"$45,506",571.0,10+ years,0.111,0.412,9,17300,MORTGAGE,credit_card,32,0
L61516,A,"$24,092",631.0,4 years,0.41,0.431,10,21100,mortgage,debt_consolidation,18,1
